,0
5911,"(163, 203)"
5912,"(164, 203)"
5913,"(165, 202)"
5914,"(165, 201)"
5915,"(165, 200)"
5916,"(165, 199)"
5917,"(166, 198)"
5918,"(168, 198)"
5919,"(169, 198)"
5920,"(170, 198)"
5921,"(171, 198)"
5922,"(172, 197)"
5923,"(172, 196)"
5924,"(172, 195)"
5925,"(172, 194)"
5926,"(172, 193)"
5927,"(172, 198)"
5928,"(172, 199)"
5929,"(172, 200)"
5930,"(172, 201)"
5931,"(172, 202)"
5932,"(172, 204)"
5933,"(172, 205)"
5934,"(172, 206)"
5935,"(172, 207)"
5936,"(172, 208)"
5937,"(172, 209)"
5938,"(173, 210)"
5939,"(174, 210)"
5940,"(175, 210)"
5941,"(176, 210)"
5942,"(177, 210)"
5943,"(178, 210)"
5944,"(179, 210)"
5945,"(180, 209)"
5946,"(180, 208)"
5947,"(180, 207)"
5948,"(180, 206)"
5949,"(180, 205)"
5950,"(180, 210)"
5951,"(180, 211)"
5952,"(180, 212)"
5953,"(180, 213)"
5954,"(181, 214)"
5955,"(182, 214)"
5956,"(183, 214)"
5957,"(184, 214)"
5958,"(185, 214)"
5959,"(186, 214)"
5960,"(187, 214)"
5961,"(188, 214)"
5962,"(189, 214)"
5963,"(190, 214)"
5964,"(191, 214)"
5965,"(192, 214)"
5966,"(193, 214)"
5967,"(194, 214)"
5968,"(195, 214)"
5969,"(196, 214)"
5970,"(197, 214)"
5971,"(198, 213)"
5972,"(198, 212)"
5973,"(198, 211)"
5974,"(198, 210)"
5975,"(198, 209)"
5976,"(198, 208)"
5977,"(198, 207)"
5978,"(198, 206)"
5979,"(198, 205)"
5980,"(197, 204)"
5981,"(196, 204)"
5982,"(195, 204)"
5983,"(194, 204)"
5984,"(193, 205)"
5985,"(193, 206)"
5986,"(193, 207)"
5987,"(193, 208)"
5988,"(193, 209)"
5989,"(193, 210)"
5990,"(193, 211)"
5991,"(193, 212)"
5992,"(193, 213)"
5993,"(193, 215)"
5994,"(193, 216)"
5995,"(193, 217)"
5996,"(194, 218)"
5997,"(195, 218)"
5998,"(196, 218)"
5999,"(197, 218)"
6000,"(198, 218)"
6001,"(199, 218)"
6002,"(200, 218)"
6003,"(201, 219)"
6004,"(201, 220)"
6005,"(201, 221)"
6006,"(201, 222)"
6007,"(201, 223)"
6008,"(201, 224)"
6009,"(201, 225)"
6010,"(201, 226)"
6011,"(201, 227)"
6012,"(201, 228)"
6013,"(201, 229)"
6014,"(201, 230)"
6015,"(201, 231)"
6016,"(200, 232)"
6017,"(199, 232)"
6018,"(198, 232)"
6019,"(197, 232)"
6020,"(196, 232)"
6021,"(195, 232)"
6022,"(194, 232)"
6023,"(193, 232)"
6024,"(192, 232)"
6025,"(191, 232)"
6026,"(190, 232)"
6027,"(189, 232)"
6028,"(188, 232)"
6029,"(198, 231)"
6030,"(198, 230)"
6031,"(198, 229)"
6032,"(198, 228)"
6033,"(198, 227)"
6034,"(198, 226)"
6035,"(198, 225)"
6036,"(198, 224)"
6037,"(198, 223)"
6038,"(198, 222)"
6039,"(198, 221)"
6040,"(198, 220)"
6041,"(198, 219)"
6042,"(197, 217)"
6043,"(196, 217)"
6044,"(195, 217)"
6045,"(194, 217)"
6046,"(192, 217)"
6047,"(191, 217)"
6048,"(190, 217)"
6049,"(198, 217)"
6050,"(199, 217)"
6051,"(200, 217)"
6052,"(201, 217)"
6053,"(202, 217)"
6054,"(203, 217)"
6055,"(204, 216)"
6056,"(204, 215)"
6057,"(204, 214)"
6058,"(204, 213)"
6059,"(204, 212)"
6060,"(204, 211)"
6061,"(204, 210)"
6062,"(204, 209)"
6063,"(204, 208)"
6064,"(204, 207)"
6065,"(204, 206)"
6066,"(204, 205)"
6067,"(204, 204)"
6068,"(204, 203)"
6069,"(204, 202)"
6070,"(203, 201)"
6071,"(202, 201)"
6072,"(201, 201)"
6073,"(200, 201)"
6074,"(199, 201)"
6075,"(198, 201)"
6076,"(197, 201)"
6077,"(196, 201)"
6078,"(195, 201)"
6079,"(194, 201)"
6080,"(193, 201)"
6081,"(192, 201)"
6082,"(191, 201)"
6083,"(190, 201)"
6084,"(189, 201)"
6085,"(188, 201)"
6086,"(187, 200)"
6087,"(187, 199)"
6088,"(187, 198)"
6089,"(187, 197)"
6090,"(187, 196)"
6091,"(187, 195)"
6092,"(187, 194)"
6093,"(187, 193)"
6094,"(187, 192)"
6095,"(187, 191)"
6096,"(187, 190)"
6097,"(187, 189)"
6098,"(187, 188)"
6099,"(187, 187)"
6100,"(187, 186)"
6101,"(187, 185)"
6102,"(186, 184)"
6103,"(185, 184)"
6104,"(184, 184)"
6105,"(183, 184)"
6106,"(182, 184)"
6107,"(181, 184)"
6108,"(180, 184)"
6109,"(179, 184)"
6110,"(178, 184)"
6111,"(177, 184)"
6112,"(176, 184)"
6113,"(175, 184)"
6114,"(174, 184)"
6115,"(173, 184)"
6116,"(172, 184)"
6117,"(171, 185)"
6118,"(171, 186)"
6119,"(171, 187)"
6120,"(171, 189)"
6121,"(171, 190)"
6122,"(171, 191)"
6123,"(171, 192)"
6124,"(171, 193)"
6125,"(171, 194)"
6126,"(171, 195)"
6127,"(171, 196)"
6128,"(171, 197)"
6129,"(171, 199)"
6130,"(171, 200)"
6131,"(170, 201)"
6132,"(169, 201)"
6133,"(168, 201)"
6134,"(166, 201)"
6135,"(164, 201)"
6136,"(163, 201)"
6137,"(162, 201)"
6138,"(161, 201)"
6139,"(160, 201)"
6140,"(159, 201)"
6141,"(158, 201)"
6142,"(157, 200)"
6143,"(157, 199)"
6144,"(157, 198)"
6145,"(157, 197)"
6146,"(157, 196)"
6147,"(157, 195)"
6148,"(157, 194)"
6149,"(157, 193)"
6150,"(157, 191)"
6151,"(158, 190)"
6152,"(159, 190)"
6153,"(160, 190)"
6154,"(161, 190)"
6155,"(162, 190)"
6156,"(163, 190)"
6157,"(164, 190)"
6158,"(165, 190)"
6159,"(166, 190)"
6160,"(168, 190)"
6161,"(169, 190)"
6162,"(162, 189)"
6163,"(161, 189)"
6164,"(160, 189)"
6165,"(159, 189)"
6166,"(158, 189)"
6167,"(157, 189)"
6168,"(156, 189)"
6169,"(155, 189)"
6170,"(154, 189)"
6171,"(153, 189)"
6172,"(152, 189)"
6173,"(151, 189)"
6174,"(150, 189)"
6175,"(149, 189)"
6176,"(148, 189)"
6177,"(147, 189)"
6178,"(146, 189)"
6179,"(145, 189)"
6180,"(144, 190)"
6181,"(144, 191)"
6182,"(145, 192)"
6183,"(146, 192)"
6184,"(147, 192)"
6185,"(148, 192)"
6186,"(149, 192)"
6187,"(158, 191)"
6188,"(158, 188)"
6189,"(158, 187)"
6190,"(158, 186)"
6191,"(158, 185)"
6192,"(158, 184)"
6193,"(158, 183)"
6194,"(158, 182)"
6195,"(158, 181)"
6196,"(158, 180)"
6197,"(158, 179)"
6198,"(158, 178)"
6199,"(158, 177)"
6200,"(158, 176)"
6201,"(168, 192)"
6202,"(169, 192)"
6203,"(170, 192)"
6204,"(172, 192)"
6205,"(173, 192)"
6206,"(174, 192)"
6207,"(175, 192)"
6208,"(176, 192)"
